t,u,y
23.08000000,1.08388567,591.42864990
23.10000000,1.08388567,585.00006104
23.12000000,1.74644184,578.57147217
23.14000000,1.74644184,585.00006104
23.16000000,1.74644184,597.85717773
23.18000000,1.74644184,604.28576660
23.20000000,1.08388567,617.14288330
23.22000000,1.08388567,610.71435547
23.24000000,1.08388567,610.71435547
23.26000000,1.08388567,597.85717773
23.28000000,1.74644184,591.42864990
23.30000000,1.74644184,597.85717773
23.32000000,1.74644184,604.28576660
23.34000000,1.74644184,610.71435547
23.36000000,1.74644184,623.57147217
23.38000000,1.74644184,630.00006104
23.40000000,1.74644184,636.42858887
23.42000000,1.74644184,636.42858887
23.44000000,1.08388567,636.42858887
23.46000000,1.08388567,642.85717773
23.48000000,1.08388567,623.57147217
23.50000000,1.08388567,623.57147217
23.52000000,1.08388567,610.71435547
23.54000000,1.08388567,604.28576660
23.56000000,1.08388567,591.42864990
23.58000000,1.08388567,591.42864990
23.60000000,1.74644184,591.42864990
23.62000000,1.74644184,585.00006104
23.64000000,1.74644184,604.28576660
23.66000000,1.74644184,617.14288330
23.68000000,1.74644184,617.14288330
23.70000000,1.74644184,623.57147217
23.72000000,1.74644184,630.00006104
23.74000000,1.74644184,636.42858887
23.76000000,1.08388567,636.42858887
23.78000000,1.08388567,630.00006104
23.80000000,1.08388567,623.57147217
23.82000000,1.08388567,617.14288330
23.84000000,1.74644184,610.71435547
23.86000000,1.74644184,604.28576660
23.88000000,1.74644184,610.71435547
23.90000000,1.74644184,623.57147217
23.92000000,1.08388567,630.00006104
23.94000000,1.08388567,623.57147217
23.96000000,1.08388567,623.57147217
23.98000000,1.08388567,604.28576660
24.00000000,1.08388567,597.85717773
24.02000000,1.08388567,591.42864990
24.04000000,1.08388567,591.42864990
24.06000000,1.08388567,585.00006104
24.08000000,1.08388567,578.57147217
24.10000000,1.08388567,578.57147217
24.12000000,1.08388567,578.57147217
24.14000000,1.08388567,572.14288330
24.16000000,1.74644184,572.14288330
24.18000000,1.74644184,578.57147217
24.20000000,1.74644184,585.00006104
24.22000000,1.74644184,597.85717773
24.24000000,1.08388567,610.71435547
24.26000000,1.08388567,610.71435547
24.28000000,1.08388567,604.28576660
24.30000000,1.08388567,597.85717773
24.32000000,1.08388567,591.42864990
24.34000000,1.08388567,585.00006104
24.36000000,1.08388567,585.00006104
24.38000000,1.08388567,578.57147217
24.40000000,1.08388567,578.57147217
